,id,lang,authors,title,subtitle,statement,place,publisher,year,editors,subjects,subject_types,parentId,parentTitle,signature,inventory_nr,Unnamed: 0,text,text_3,text_2,text_1,lev,sys,numbis,vw,backreference,subject_list,year_clean
699458,BV038601787,rus,"Vol'cenburg, Oskar Ėduardovič",Žizneopisanie tul'skogo meščanina oružejnika XVIII veka,,O. E. Vol'cenburg,,,1959,,Tula|Kultur,g|s,,,,,,,,,,,,,,,Tula Kultur,1959.0
267475,BV037974279,ita,"Corbo, Anna Maria","Paolo V, le ambizioni artistiche",,,,,2005,,Paul V. (Papst)|Auftraggeber,p|s,,,,,,,,,,,,,,,PaulV.(Papst) Auftraggeber,2005.0
610215,BV038463215,fre,"Matthes, Hendrik",L' art moderne est-il allégorique?,,Hendrik Matthes,,,1968,,Allegorie,s,,,,,,,,,,,,,,,Allegorie,1968.0
717265,BV038629806,swe,"Boström, Hans-Olof",Ett tyrolerskåp på Skokloster,,Hans-Olof Boström,,,1975,,Österreich|Schrank,g|s,,,,,,,,,,,,,,,Österreich Schrank,1975.0
559104,BV038378561,nor,"Halling, Else",Gamle tepper,,Else Halling,,,[1975?],,Kunstindustrimuseet|Norwegen|Bildteppich,b|g|s,,,,,,,,,,,,,,,Kunstindustrimuseet Norwegen Bildteppich,1975.0
865463,BV039977978,ita,"Di Resta, Sara","Progetti disattesi, architetture costruite",,Sara Di Resta,,,2011,,"Mazzoni, Angiolo|Sabaudia|Postgebäude",p|g|s,,,,,,,,,,,,,,,MazzoniAngiolo Sabaudia Postgebäude,2011.0
254086,BV037953879,fre,"Demailly, Sylvie",L' étude de la polychromie des sculptures,,,,,2004,"Delivre, Jean",Mosesbrunnen Champmol|Restaurierung,g|s,,,,,,,,,,,,,,,MosesbrunnenChampmol Restaurierung,2004.0
968530,BV044266698,ita,"Turriziani, Simona",La Madonna di San Leone o del Soccorso,,Simona Turriziani,,,[2016],,Peterskirche|Mariendarstellung,g|s,,,,,,,,,,,,,,,Peterskirche Mariendarstellung,2016.0
284929,BV038003345,ita,"Borsi, Stefano",Francesco Colonna e Villa Adriana,,,,,2006,,"Hadriansvilla|Rezeption|Colonna, Francesco",g|s|p,,,,,,,,,,,,,,,Hadriansvilla Rezeption ColonnaFrancesco,2006.0
525911,BV038328475,eng,"Eaton, Leonard K.","Oscar Eckerman, architect to Deere and Company, 1897 - 1942",,Leonard K. Eaton,,,1976,,USA|Architektur,g|s,,,,,,,,,,,,,,,USA Architektur,1976.0
190947,BV037789800,ita,"Tomasini Pietramellara, Carla",S. Maria del Fiore a Firenze,,Carla Pietramellara. Red. dei disegni: Lucia Masiero e Massimo Lozza. Contributo di Tamara Morandi,Firenze,Polistampa,1984,"Masiero, Lucia|Lozza, Massimo|Morandi, Tamara",Dom Florenz,g,,,,,,,,,,,,,,,DomFlorenz,1984.0
361244,BV038121461,eng,"Ward-Jackson, Philip",Jo Darke,,,,,2010,,"Darke, Jo",p,,,,,,,,,,,,,,,DarkeJo,2010.0
106251,BV025061237,ita,"Caruso, Ida",Collezione Castellani,,di Ida Caruso,Roma,Ed. Quasar,1988,,"Castellani, Augusto|Sammlung|Italien",p|s|g,,,,,,,,,,,,,,,CastellaniAugusto Sammlung Italien,1988.0
341502,BV038091790,fre,"Boyer, Jean-Claude",Richelieu et la curiosité,,,,,2009,,"Richelieu, Armand Jean du Plessis de|Kunstförderung",p|s,,,,,,,,,,,,,,,RichelieuArmandJeanduPlessisde Kunstförderung,2009.0
74718,BV020018961,ita,,"Medicina, chirurgia e politica nell'Ottocento toscano",,a cura di Donatella Lippi ; inventario del Fondo Zannetti a cura di Beatrice Biagioli,Firenze,Firenze university press,2003,"Lippi, Donatella","Zannetti, Ferdinando|Nachlass",p|s,,,,,,,,,,,,,,,ZannettiFerdinando Nachlass,2003.0
825697,BV038882418,fre,"Roux, Brigitte",Mondes en miniatures,,,Genève,Droz,2009,,"Latini, Brunetto|Illustration",u|s,BV038749839,Matériaux pour l'histoire,,,,,,,,,,,,,LatiniBrunetto Illustration,2009.0
44178,BV011698221,ger,,Die Hagia Sophia in Istanbul,,hrsg. von Volker Hoffmann,Bern [u.a.],Lang,1998,"Hoffmann, Volker","Hagia Sophia|Geschichte|Fossati, Gaspare",g|s|p,BV038743052,Neue Berner Schriften zur Kunst,,,,,,,,,,,,,HagiaSophia Geschichte FossatiGaspare,1998.0
428675,BV038216506,ita,"Delfini, Gabriella",Committenze Albani,,Gabriella Delfini Filippi,,,1987,,"Panini, Gian Paolo",p,,,,,,,,,,,,,,,PaniniGianPaolo,1987.0
31554,BV007163463,ita,"Kristeller, Paul Oskar",La tradizione classica nel pensiero del rinascimento,,,Firenze,La Nuova Italia,1965,,Italien|Altertum|Aristoteles,g|s|p,BV000005354,The classics and Renaissance thought,,,,,,,,,,,,,Italien Altertum Aristoteles,1965.0
308730,BV038041389,ger,"Wied, Alexander",Zur Provenienz der 'Anbetung der Könige' von Pieter Bruegel d. Ä. in der National Gallery in London,,,,,2006,,"Bruegel, Pieter (de Oudere)",u,,,,,,,,,,,,,,,BruegelPieter(deOudere),2006.0
531787,BV038337526,ita,"Nicco Fasola, Giusta",Lineamenti del Savoldo,,Giusta Nicco Fasola,,,1940,,"Bouts, Dieric",p,,,,,,,,,,,,,,,BoutsDieric,1940.0
927309,BV042510812,ger,"Hertrampf, Marina Ortrud M.",L'un ne va pas sans l'autre,,Marina Ortrud M. Hertrampf,,,2015,,"Triolet, Elsa",p,,,,,,,,,,,,,,,TrioletElsa,2015.0
86551,BV022252614,ger,"Koos, Marianne",Bildnisse des Begehrens,,Marianne Koos,Emsdetten [u.a.],Ed. Imorde,2006,,Venedig|Männlichkeit,g|s,,,,,,,,,,,,,,,Venedig Männlichkeit,2006.0
442781,BV038231423,ita,"Vivaldi, Cesare",Una versione del mito,,,,,1988,,Akis|Kunst|Italien,p|s|g,,,,,,,,,,,,,,,Akis Kunst Italien,1988.0
61611,BV014610170,fre,,Avant-nefs & espaces d'accueil dans l'église entre le IVe et le XIIe siècle,,publ. sous la dir. de Christian Sapin. [Organisé par le Centre d'Études Médiévales Saint-Germain (Auxerre) et l'UMR 5594 (CNRS - Université de Bourgogne - Ministère de la Culture)],Paris,Éd. du CTHS,2002,"Sapin, Christian",Kirchenbau,s,BV004851117,Mémoires de la Section d'Archéologie et d'Histoire de l'Art,,,,,,,,,,,,,Kirchenbau,2002.0
335820,BV038083430,ger,"Niehr, Klaus",Die Skulpturen des Magdeburger Domes,,,,,2009,,Dom Sankt Mauritius und Sankt Katharina|Plastik,g|s,,,,,,,,,,,,,,,DomSanktMauritiusundSanktKatharina Plastik,2009.0
138358,BV037652483,ita,,Le aree industriali dismesse dell'ex Ilva di Bagnoli,,,Napoli,Liguori,2004,"Luly, Renato",Kampanien|Technisches Denkmal,g|s,,,,,,,,,,,,,,,Kampanien TechnischesDenkmal,2004.0
186313,BV037779778,fre,"Nicole, Louis",Raphael Sanzio,,publiés par L. Nicole,Lausanne,Bridel,1891,,Raffael,p,,,,,,,,,,,,,,,Raffael,1891.0
142472,BV037668350,ita,,Sperlonga,,"a cura di Giacomo di Raimo con la collab. di Daniela Ciotola, Valentina Fratini",Roma,,2008,"Di Raimo, Giacomo|Ciotola, Daniela|Fratini, Valentina",Sperlonga,g,,,,,,,,,,,,,,,Sperlonga,2008.0
247420,BV037943865,pol,"Mossakowska, Wanda",Fotografia przyjaciół Artura Grottgera i Walerego Rzewuskiego z 1865 roku,,,,,2003,,"Grottger, Artur",p,,,,,,,,,,,,,,,GrottgerArtur,2003.0
383821,BV038151384,ita,"Kaiser, Linda",Fluxus,,,,,1998,,Fluxus,s,,,,,,,,,,,,,,,Fluxus,1998.0
894485,BV041287449,ita,"Boiani Tombari, Giuseppina",Il monastero di San Pietro Celestino di Saltara (secoli XIV - XIX),,Giuseppina Boiani Tombari,,,2013,,Provinz Pesaro und Urbino|Coelestinerkloster,g|s,,,,,,,,,,,,,,,ProvinzPesaroundUrbino Coelestinerkloster,2013.0
298372,BV038024513,ita,"Balleri, Rita",I Soldani del marchese Clemente Vitelli,,,,,2007,,"Soldani, Massimiliano|Auftraggeber",p|s,,,,,,,,,,,,,,,SoldaniMassimiliano Auftraggeber,2007.0
859614,BV039667951,ita,"Causa, Stefano",Un pettirosso da combattimento,,Stefano Causa,,,2011,,"Causa Picone, Marina|Biografie",p|s,,,,,,,,,,,,,,,CausaPiconeMarina Biografie,2011.0
614185,BV038469374,ger,"Meyer, Alfred Gotthold",Das venezianische Grabdenkmal der Frührenaissance,,Alfred G. Meyer,,,1889,,"Brugnoli, Benedetto|Santa Maria dei Frari|Grabmal",p|g|s,,,,,,,,,,,,,,,BrugnoliBenedetto SantaMariadeiFrari Grabmal,1889.0
987284,BV044886854,ita,"Mazzoni, Vieri",San Miniato al Tedesco,,Vieri Mazzoni,Ospedaletto-Pisa,Pacini editore,2017,,San Miniato,g,BV000009267,Biblioteca della Miscellanea storica della Valdelsa,,,,,,,,,,,,,SanMiniato,2017.0
308854,BV038041558,ger,"Fenner, Gerd",Das kleine teutsche Paris?,,,,,2008,,Kassel|Städtebau,g|s,,,,,,,,,,,,,,,Kassel Städtebau,2008.0
949168,BV043549766,ita,,Costantino il Grande,,Pontificio Comitato di scienze storiche ; a cura di Enrico dal Covolo - Giulia Sfameni Gasparro,Città del Vaticano,Libreria editrice vaticana,[2014],"Dal Covolo, Enrico|Sfameni Gasparro, Giulia","Konstantin I. (Römisches Reich, Kaiser)",p,BV004307472,Atti e documenti (Pontificio Comitato di scienze storiche),,,,,,,,,,,,,KonstantinI.(RömischesReichKaiser),2014.0
1181169,BV048451253,eng,,The circular economy challenge: towards a sustainable development,,editor: Alessia Amato,Basel ; Beijing ; Wuhan ; Barcelona ; Belgrade ; Manchester ; Tokyo ; Cluj ; Tianjin,MDPI,[2022],"Amato, Alessia",Kreislaufwirtschaft,s,,,,,,,,,,,,,,,Kreislaufwirtschaft,2022.0
801917,BV038818337,ita,"Adimari, Raffaele",Sito riminese,,,Brescia,Battista & Bozzòli,1616,,Rimini,g,,,,,,,,,,,,,,,Rimini,1616.0
601070,BV038449288,ita,"Lopresti, Lucia",Marco Boschini scrittore d'arte del sec. XVII,,Lucia Lopresti,,,[1919?],,"Boschini, Marco|Italien|Kunstkritik",p|g|s,,,,,,,,,,,,,,,BoschiniMarco Italien Kunstkritik,1919.0
92018,BV023243868,ita,,La città assente,,CNR - Progetto Finalizzato Beni Culturali. A cura di Bruno Toscano con la collab. di Patrizia Di Benedetti e Paola Picardi,[S.l.],Agorà Edizioni,2006,"Toscano, Bruno|Di Benedetti, Patrizia|Picardi, Paola",Via Alessandrina|Architektur,g|s,,,,,,,,,,,,,,,ViaAlessandrina Architektur,2006.0
861441,BV039774945,ita,"Delogu, Marco",Ritratti di signora,,"Carlo Virglio & C., Roma. Testo di Marco Delogu",Roma,Edizioni del Borghetto,2009,,Rom|Porträtfotografie,g|s,,,,,,,,,,,,,,,Rom Porträtfotografie,2009.0
646129,BV038519055,ger,"Radojčić, Svetozar",Die Porta speciosa in Gran und deren serbische Parallelen,,Svetozar Radojčic,,,1952,,Esztergom,g,,,,,,,,,,,,,,,Esztergom,1952.0
962273,BV043965861,eng,,"The new Hollstein German engravings, etchings and woodcuts, 1400-1700",,edited by Ger Luijten ...,Ouderkerk aan den IJssel,Sound & Vision Publishers,2016,"Messling, Guido|Jacoby, Joachim W.|Kaulbach, Hans-Martin|Luijten, Ger|Hollstein, Friedrich","Manuel, Niklaus",p,,,,,,,,,,,,,,,ManuelNiklaus,2016.0
377424,BV038143478,ita,"Rosa, Stefano de",Gli anni fiorentini di Renato Paresce (1910 - 1912),,Stefano De Rosa,,,1999,,"Paresce, René",p,,,,,,,,,,,,,,,ParesceRené,1999.0
1176296,BV048292965,eng,"Pinteño, Alicia","Trilogía marroquí, 1950-2020",,jefa de Actividades Editoriales Alicia Pinteño,Madrid,Museo Nacional Centro de Arte Reina Sofía,2021,,Marokko|Kunst|Mathaf: Arab Museum of Modern Art,g|s|b,,,,,,,,,,,,,,,Marokko Kunst Mathaf:ArabMuseumofModernArt,2021.0
219266,BV037893942,ger,,Andachtsbücher des Mittelalters aus Privatbesitz,,bearb. von Joachim M. Plotzek,Köln,,1987,"Plotzek, Joachim M.",Buchmalerei,s,,,,,,,,,,,,,,,Buchmalerei,1987.0
537793,BV038346694,ita,"Foscari, Antonio",Ricerche sugli Accesi e su questo benedetto theatro costruito da Palladio in Venezia nel 1565,,Antonio Foscari,,,1979,,"Teatro Olimpico|Franz Maria II. (Urbino, Herzog)",g|p,,,,,,,,,,,,,,,TeatroOlimpico FranzMariaII.(UrbinoHerzog),1979.0
814262,BV038847399,ger,"Tutsch, Claudia","Man muß mit ihnen, wie mit seinem Freund, bekannt geworden seyn ...",,,Mainz,<<Von>> Zabern,1995,,"Freundschaftsbildnis|Maron, Anton von|Winckelmann, Johann Joachim",s|u|p,,,,,,,,,,,,,,,Freundschaftsbildnis MaronAntonvon WinckelmannJohannJoachim,1995.0
936348,BV042754417,ger,"Steinwidder, Angelika",Der Vesuvausbruch als Bildsujet und die Emanzipation des Blicks in der Landschaftsmalerei vom Barock bis in die Romantik,,Verf. Angelika Steinwidder,,,2013,,Vesuv,s,,,,,,,,,,,,,,,Vesuv,2013.0
476860,BV038268227,fre,"Lorgues-Lapouge, Christiane",De Soprani à Vasari,,Christiane Lorgues-Lapouge,,,1988,,"Vasari, Giorgio",p,,,,,,,,,,,,,,,VasariGiorgio,1988.0
847501,BV038942024,ita,,Le collezioni del Museo Nazionale di Napoli,,premessa: Oreste Ferrari. Introduzione: Enrica Pozzi. Testi: Maria Rosaria Borriello ...,Roma [u.a.],De Luca Edizioni d'Arte [u.a.],1989,"Ferrari, Oreste|Pozzi, Enrica|Borriello, Maria Rosaria",Museo archeologico nazionale di Napoli,b,BV001296463,grandi collezioni dei musei italiani,,,,,,,,,,,,,MuseoarcheologiconazionalediNapoli,1989.0
382581,BV038149826,ita,"Rubino, Gregorio E.",La Calabria ottocentesca del paesista fiammingo Frans Vervloet,,,,,1999,,"Kalabrien|Vervloet, Frans",s|p,,,,,,,,,,,,,,,Kalabrien VervloetFrans,1999.0
821155,BV038867734,ita,,Fabrizio Clerici,,"Galleria d'Arte Il Gabbiano, Roma",Roma,,1975,,"Böcklin, Arnold",p,BV038747528,Galleria d'Arte Il Gabbiano,,,,,,,,,,,,,BöcklinArnold,1975.0
765334,BV038695168,fre,"Ressort, Claudie","[Rezension von:] Nancarrow, Mindy; Navarrete Prieto, Benito: Antonio del Castillo. - Madrid : Fundación de Apoyo a la Historia del Arte Hispánico, 2004",,,,,2006,,"Castillo, Antonio del",p,,,,,,,,,,,,,,,CastilloAntoniodel,2006.0
1028313,BV046715654,eng,"Osborne, Martin J.",Models in microeconomic theory,,"Martin J. Osborne (University of Toronto), Ariel Rubinstein (Tel Aviv University, New York University)","Cambridge, UK",Open Book Publishers,[2020],"Rubinstein, Ariel",Mikroökonomie,s,,,,,,,,,,,,,,,Mikroökonomie,2020.0
24792,BV005136204,eng,"Smith, John Holland",Constantine the great,,,London,Hamilton,1971,,"Konstantin I. (Römisches Reich, Kaiser)",p,,,,,,,,,,,,,,,KonstantinI.(RömischesReichKaiser),1971.0
228450,BV037913438,ger,"Münster, Anke",Kunst ist Spiel und tiefer Ernst,,vorgelegt von Anke Münster,,,[2004],,"Povòrina, Alexandra",p,,,,,,,,,,,,,,,PovòrinaAlexandra,2004.0
281324,BV037997410,slv,"Ciglenečki, Marjeta",Fotografije Alojza Kasimira,,,,,2005,,"Österreich|Fotografie|Kasimir, Alois",g|s|p,,,,,,,,,,,,,,,Österreich Fotografie KasimirAlois,2005.0
260718,BV037964026,ger,"Kappel, Jutta",Bernsteinkunst aus dem Grünen Gewölbe,,,,,2005,,Angewandte Kunst,s,,,,,,,,,,,,,,,AngewandteKunst,2005.0
829334,BV038892020,ita,,Santuari cristiani d'Italia,,École Française de Rome ... A cura di Mario Tosti,Rome,,2003,"Tosti, Mario",Italien|Wallfahrtskirche,g|s,BV001890494,Collection de l'École Française de Rome,,,,,,,,,,,,,Italien Wallfahrtskirche,2003.0
54181,BV013353106,eng,,Wave motion,,,Amsterdam,North-Holland Publ.,1979-,,Wellenausbreitung,s,,,,,,,,,,,,,,,Wellenausbreitung,1979.0
26376,BV005326938,ita,"Golinelli, Paolo",Culto dei santi e vita cittadina a Reggio Emilia,,,Modena,Aedes Muratoriana,1980,,Reggio nell'Emilia|Heiligenverehrung,g|s,,,,,,,,,,,,,,,Reggionell'Emilia Heiligenverehrung,1980.0
940060,BV043006127,eng,,"The new Hollstein German engravings, etchings and woodcuts, 1400-1700",,edited by Ger Luijten ...,Ouderkerk aan den IJssel,Sound & Vision Publishers,2015,"Knauer, Martin|Jacoby, Joachim W.|Kaulbach, Hans-Martin|Luijten, Ger|Hollstein, Friedrich","Brosamer, Hans|Druckgrafik",p|s,,,,,,,,,,,,,,,BrosamerHans Druckgrafik,2015.0
844505,BV038932808,ger,"Zelter, Carl Friedrich",Carl Friedrich Zelters Darstellungen seines Lebens,,zum 1. Male vollständig nach den Handschriften hrsg. von Johann-Wolfgang Schottländer,Weimar,Verl. der Goethe-Ges.,1931,"Schottländer, Johann Wolfgang","Zelter, Carl Friedrich",p,,,,,,,,,,,,,,,ZelterCarlFriedrich,1931.0
740102,BV038665130,eng,"Davenport, Nancy",Notes on a Géricault catalogue entry,,Nancy Davenport,,,1983,,"Géricault, Théodore",p,,,,,,,,,,,,,,,GéricaultThéodore,1983.0
927227,BV042507866,ita,"Nicolai, Fausto",Un caso di committenza invisibile,,Fausto Nicolai,,,2011,,"San Francesco di Paola|Familienkapelle|Maidalchini, Olimpia",g|s|p,,,,,,,,,,,,,,,SanFrancescodiPaola Familienkapelle MaidalchiniOlimpia,2011.0
513766,BV038310409,ger,"B., E.",: Unbekannter Cézanne in Schweden entdeckt,,,,,1954,,"Cézanne, Paul",p,,,,,,,,,,,,,,,CézannePaul,1954.0
505741,BV038301154,eng,"Spike, John T.",The Blessed Bernard Tolomei interceding for the cessation of the plague in Siena,,John T. Spike,,,1987,,"Crespi, Giuseppe Maria|Ikonographie",p|s,,,,,,,,,,,,,,,CrespiGiuseppeMaria Ikonographie,1987.0
674008,BV038561400,fre,"Severac, André",Eglises en bois du bocage champenois,,André Severac,,,1978,,Frankreich|Holzkirche,g|s,,,,,,,,,,,,,,,Frankreich Holzkirche,1978.0
1065915,BV047423420,fre,"Mignano, Valentina",Les Italiens de la Céramique Nationale,,Nathalie Mignano ; illustrations de Raphaël Demarteau,Liège,Les Éditions de la Province de Liège,2021,"Demarteau, Raphaël",Italien|Keramikherstellung|Céramique Nationale SA,g|s|b,,,,,,,,,,,,,,,Italien Keramikherstellung CéramiqueNationaleSA,2021.0
763656,BV038692906,ita,"Semenzato, Camillo",Una guida di Cividale,,C. S.,,,1959,,Cividale del Friuli,g,,,,,,,,,,,,,,,CividaledelFriuli,1959.0
288457,BV038008796,spa,"Taín Guzmán, Miguel",Fuentes romanas gráficas y literarias del baldaquino y la pérgola de la Catedral de Santiago,,,,,2006,,"Spanien|Sakralbau|Andrade, Domingo de",g|s|p,,,,,,,,,,,,,,,Spanien Sakralbau AndradeDomingode,2006.0
833519,BV038900967,ita,"Pontiggia, Elena",La grande Quadriennale 1935,,Elena Pontiggia ; Carlo F. Carli,Milano,Mondadori Electa,2006,"Carli, Carlo Fabrizio",Italien|Ausstellung|Quadriennale d'Arte Nazionale (Rom),g|s|f,BV038754230,quaderni della Quadriennale,,,,,,,,,,,,,Italien Ausstellung Quadriennaled'ArteNazionale(Rom),2006.0
1035121,BV046856052,eng,"Stermole, Krystina",Picturing the news in wartime Venice,,Krystina Stermole,,,[2020],,Venedig|Liga von Cambrai|Holzschnitt,g|b|s,,,,,,,,,,,,,,,Venedig LigavonCambrai Holzschnitt,2020.0
538049,BV038347034,fre,"Fourest, Henry-Pierre","La faïence fine française des origines à 1820 à l'exposition du Musée national de céramique, juin - octobre 1969",,Henry-Pierre Fourest,,,1969,,Frankreich|Kunsthandwerk,g|s,,,,,,,,,,,,,,,Frankreich Kunsthandwerk,1969.0
70169,BV019386572,ger,"Schneider, Ute",Die Macht der Karten,,Ute Schneider,Darmstadt,Wiss. Buchges.,2004,,Kartografie,s,,,,,,,,,,,,,,,Kartografie,2004.0
691883,BV038590409,ger,"Tripps, Johannes",Die Bologneser Quelle des Schlosses Favorite bei Rastatt,,Johannes Tripps,,,1993,,"Monti, Gian Giacomo",p,,,,,,,,,,,,,,,MontiGianGiacomo,1993.0
16199,BV002842665,ger,"Kraus, Franz Xaver",Dante,,von Franz Xaver Kraus,Berlin,Grote,1897,,Dante (Alighieri),p,,,,,,,,,,,,,,,Dante(Alighieri),1897.0
550958,BV038366059,ger,"Goldhammer, Herbert",Der Kampf der Arbeiterklasse,,Herbert Goldhammer,,,1971,,Deutschland|Kunst,g|s,,,,,,,,,,,,,,,Deutschland Kunst,1971.0
261295,BV037964915,ger,"Remmele, Mathias",Keine Folklore: Dialog zwischen alt und neu,,Text: Mathias Remmele,,,2005,,"Engadin|Wohnungsbau|Ruch, Hans-Jörg",g|s|p,,,,,,,,,,,,,,,Engadin Wohnungsbau RuchHans-Jörg,2005.0
658342,BV038536923,eng,"Rowe, Robert",The library writing-table from Harewood House,,Robert Rowe,,,1966,,England|Intarsie,g|s,,,,,,,,,,,,,,,England Intarsie,1966.0
725129,BV038642300,ger,"Byčkov, Viktor Vasilʹevič",Zu den philosophisch-ästhetischen Voraussetzungen der altrussischen künstlerischen Denkweise,,Viktor V. Byčkov,,,1978,,Russland|Ästhetik,g|s,,,,,,,,,,,,,,,Russland Ästhetik,1978.0
73401,BV019811842,ita,"Gallico, Sonia",L' Episcopio di Porto,,Sonia Gallico,Roma,Gangemi,2003,,Episcopio Fiumicino,g,,,,,,,,,,,,,,,EpiscopioFiumicino,2003.0
313736,BV038049414,eng,"Woodall, Joanna",Sovereign bodies,,,,,1997,,Niederlande|Bildnismalerei,g|s,,,,,,,,,,,,,,,Niederlande Bildnismalerei,1997.0
172170,BV037745513,ger,,"Holländische Zeichnungen der Rembrandt-Zeit, ausgewählt aus öffentlichen und privaten Sammlungen in den Niederlanden",,"Kunsthalle, Hamburg",Hamburg,,1961,,Rembrandt (Harmensz van Rijn)|Holland|Malerei,p|g|s,,,,,,,,,,,,,,,Rembrandt(HarmenszvanRijn) Holland Malerei,1961.0
568058,BV038392765,cze,"Hlaváček, Luboš",Historický význam české grafiky 20. let,,Luboš Hlaváček,,,1978,,Tschechoslowakei|Grafik,g|s,,,,,,,,,,,,,,,Tschechoslowakei Grafik,1978.0
698258,BV038600030,hrv,"Vinski, Zdenko","O nekim zajedničkim značajkama slavenskih nekropola s područja Dalmatinske Hrvatske, Blatnoga jezera i Moravske u 9. stoljeću",,Zdenko Vinski,,,1957,,Jugoslawien|Waffe,g|s,,,,,,,,,,,,,,,Jugoslawien Waffe,1957.0
332969,BV038079153,ita,"Rovati, Federica",Carrà 1916,,,,,2008,,"Carrà, Carlo",p,,,,,,,,,,,,,,,CarràCarlo,2008.0
956411,BV043787760,eng,,Contexts of early colonization,,"edited by Lieve Donnellan, Valentino Nizzo, Gert-Jan Burgers",Roma,Palombi editori,[2016],"Donnellan, Lieve|Nizzo, Valentino|Burgers, Gert-Jan",Griechenland|Phöniker,g|s,BV042529158,Papers of the Royal Netherlands Institute in Rome,,,,,,,,,,,,,Griechenland Phöniker,2016.0
527073,BV038330370,rum,"Aricescu, Andrei","Evidenţa, conservarea şi restaurarea in slujba ocrotirii mărturiilor civilizaţiei multimilenare a poporului nostru",,Andrei Aricescu şi Viorica Necula,,,1979,"Necula, Viorica",Rumänien|Denkmalpflege,g|s,,,,,,,,,,,,,,,Rumänien Denkmalpflege,1979.0
994141,BV045087443,ita,"Salvadori, Eugenia",La Madonna di Costantinopoli in Alatri,,Eugenia Salvadori,Alatri,Tofani editore,dicembre 2016,,Santa Maria Maggiore|Mariendarstellung,g|s,,,,,,,,,,,,,,,SantaMariaMaggiore Mariendarstellung,2016.0
387643,BV038157183,fre,"Podzemskaja, Nadja P.",A propos des copies d'art byzantin à Istanbul,,,,,1999,,Byzanz|Malerei|Byzantine Institute of America,g|s|b,,,,,,,,,,,,,,,Byzanz Malerei ByzantineInstituteofAmerica,1999.0
617544,BV038474612,fre,"Moisy, Pierre",L' Eglise et le cloitre des Augustins de la Rochelle,,Pierre Moisy,,,1975,,La Rochelle,g,,,,,,,,,,,,,,,LaRochelle,1975.0
395478,BV038167527,ita,"Bergdolt, Klaus",Premessa,,,,,2001,"Bonsanti, Giorgio","Seidel, Max",p,,,,,,,,,,,,,,,SeidelMax,2001.0
708411,BV038615982,ger,"Winter, Gundolf",Durchblick oder Vision,,Gundolf Winter,,,1984,,Ikonographie,s,,,,,,,,,,,,,,,Ikonographie,1984.0
526208,BV038329056,eng,"Edgerton, Samuel Y.",Mensurare temporalia facit Geometria spiritualis,,Samuel Y. Edgerton,,,1977,,Angelico (Fra),p,,,,,,,,,,,,,,,Angelico(Fra),1977.0
983097,BV044714977,eng,"Osborne, Robin",The transformation of Athens,,Robin Osborne,Princeton ; Oxford,Princeton University Press,[2018],,Athen|Rotfigurige Vasenmalerei,g|s,,,,,,,,,,,,,,,Athen RotfigurigeVasenmalerei,2018.0
75888,BV020395616,ger,"Hancke, Erich",Max Liebermann,,Erich Hancke,Berlin,B. Cassirer,1914,,"Liebermann, Max",p,,,,,,,,,,,,,,,LiebermannMax,1914.0
612036,BV038466142,ita,"Meller, Peter","Quello che Leonardo non ha scritto sulla figura umana, dall'Uomo di Vitruvio alla Leda",,Peter Meller,,,1983,,Leonardo (da Vinci)|Proportion,p|s,,,,,,,,,,,,,,,Leonardo(daVinci) Proportion,1983.0
933596,BV042667700,ger,,Bauernhöfe in Südtirol,,hrsg. von Helmut Stampfer,Bozen,Athesia-Verl.,2015,"Stampfer, Helmut",Oberer-Eisack-Tal|Bauernhof,g|s,,,,,,,,,,,,,,,Oberer-Eisack-Tal Bauernhof,2015.0
1125241,BV047762696,fre,"Babelon, Ernest","Les camées antiques de la Bibliothèque Nationale, 4",,E. Babelon,,,1899,,"Bibliothèque Nationale de France Département des Monnaies, Medailles et Antiques|Kamee|Ägypten",b|s|g,,,,,,,,,,,,,,,BibliothèqueNationaledeFranceDépartementdesMonnaiesMedaillesetAntiques Kamee Ägypten,1899.0
