,id,lang,title,year,embedding_x,embedding_y,cluster
1331,BV000353120,ger,Schloß Benrath,1985,255,-306,175
1332,BV000353424,ger,Der Betrachter ist im Bild,1985,387,-158,184
1333,BV000353669,ita,Nei misteri di Fidenza e del suo territorio,1983,-51,411,12
1334,BV000353680,ita,L' Oratorio di San Lazzaro in Fidenza,1982,212,-139,164
1335,BV000353738,ita,Le curiosità di Roma,1985,-191,-241,-1
1336,BV000353843,ita,Atti del Convegno Internazionale su Palladio e il Palladianesimo,1985,140,-219,-1
1337,BV000353931,eng,Architecture of solitude,1984,-357,-11,-1
1338,BV000354056,eng,Arshile Gorky,1985,4,-438,-1
1339,BV000354286,ita,Cartografia napoletana dal 1781 al 1889,1983,-174,-52,38
1340,BV000354457,ita,Le torri di Roma,1985,-212,-283,72
1341,BV000354659,ita,Il Chianti di villa in villa,1985,191,241,-1
1342,BV000354788,ita,Mostra Restauri in Vaticano,1983,-102,-162,-1
1343,BV000355188,ita,La Basilica di S. Francesco in Assisi e la sua documentazione storica,1982,68,109,76
1344,BV000355191,ita,Cosmo Sorgi,1983,276,-302,193
1345,BV000355192,eng,Michelangelo,1984,51,34,90
1346,BV000355463,ita,Savona,1982,127,-260,111
1347,BV000355466,ita,Le marche dei tipografi ed editori italiani del secolo XVI nella Biblioteca Angelica di Roma,1983,442,290,51
1348,BV000355937,ger,Vom Kirchhof zum Friedhof,1984,183,-166,123
1349,BV000357040,ger,Passagen,1984,127,-177,-1
1350,BV000357972,ita,S. Pietro sul Mar Piccolo nella storia di Taranto,1982,395,-196,182
1351,BV000358431,ger,Fritz Lang,1985,149,-347,-1
1352,BV000358606,ger,Bilder vom Tage,[1983],-55,22,91
1353,BV000359087,ger,Führer durch die Schausammlung,1983,157,-272,115
1354,BV000359967,ger,Der Dom zu Magdeburg,1984,140,-181,-1
1355,BV000360422,ger,Goethes italienische Reise,1985,119,132,-1
1356,BV000362738,ger,Byzantinische Kunst im Werden,1984,-97,113,86
1357,BV000363551,ger,Piranesiana,1982,183,-241,113
1358,BV000363588,ita,In attesa di Pietro Leopoldo Firenze è come un albero fiorito,1982,-366,-230,6
1359,BV000364451,ger,Studien zur Scuola di San Rocco in Venedig,1985,8,-358,-1
1360,BV000364810,ger,Fabula docet,1985,263,-358,-1
1361,BV000364979,ita,Problemi di metodo: condizioni di esistenza di una storia dell'arte,1982,46,52,90
1364,BV000365718,ger,Nathanael unter dem Feigenbaum,1985,-183,181,11
1365,BV000366813,eng,Byzantine art in the collections of Soviet museums,1985,-178,192,11
1366,BV000366999,ita,Monete e medaglie nel libro antico dal XV al XIX secolo,1985,119,-177,-1
1367,BV000367476,ita,Viaggiatori stranieri nel Sud,1982,472,279,-1
1368,BV000367669,eng,Doctors and medicine in early Renaissance Florence,1985,-378,-219,6
1369,BV000369514,eng,Veronese's drawings,1984,208,136,83
1370,BV000370969,ita,La pittura italiana,1983,545,41,5
1371,BV000372956,ita,Personaggi caricaturali al seguito di Rabelais,1985,315,-260,153
1372,BV000374761,ger,Die Kirche San Francesco in Assisi und ihre Wandmalereien,1985,-68,-124,93
1373,BV000374776,eng,Donatello,1984,93,207,41
1374,BV000376099,ger,Kleine italienische Kunstgeschichte,1984,-140,491,2
1375,BV000376315,ger,Der Ganymed-Mythos in Emblematik und mythographischer Literatur des 16. Jahrhunderts,1985,-55,-60,-1
1376,BV000377560,ger,Kreta,1984,200,-52,-1
1377,BV000377561,ger,Nordgriechenland,1984,289,-245,140
1378,BV000377619,eng,Imperial Byzantine portraits,1982,-89,105,86
1383,BV000378508,ger,Theorie der Verschwendung,1985,110,-306,-1
1384,BV000378691,ger,Lebenserinnerungen eines deutschen Malers,1985,149,-22,-1
1385,BV000379038,fre,L' art roman de l'ancien Anjou,1984,-255,-86,65
1386,BV000379631,eng,Children of Mercury,1984,166,181,80
1387,BV000380027,eng,The medical renaissance of the sixteenth century,1985,195,-109,122
1388,BV000380094,eng,Changing the signs,1985,-417,49,16
1389,BV000380439,fre,Catalogue des manuscrits hagiographiques de la Bibliothèque Nationale d'Athènes,1983,-97,-340,34
1390,BV000381129,ger,Geschichte der Architekturtheorie,1985,-25,-154,-1
1391,BV000381199,ita,Scrittori e pittori stranieri a Napoli nel XVIII e nel XIX secolo,1985,-170,-49,38
1392,BV000381693,eng,Art and anatomy in Renaissance Italy,1985,485,336,-1
1393,BV000381736,ita,Il santuario rupestre di San Biagio a San Vito dei Normanni,1982,-63,-30,92
1394,BV000381761,fre,"Les manuscrits hagiographiques d'Orléans, Tours et Angers",1982,131,143,81
1395,BV000381846,eng,Benedetto Accolti and the Florentine Renaissance,1985,-336,-204,6
1396,BV000382560,ita,Detti piacevoli,1983,336,-60,-1
1397,BV000383637,ita,Fiorentinità e altri saggi,1985,-353,-226,6
1398,BV000385541,ger,Italienische Quadraturisten in Österreich,1984,12,22,-1
1399,BV000385563,ger,Klassizismus und Krieg,1985,63,370,-1
1400,BV000385986,fre,Caričin Grad,1984,85,-207,-1
1401,BV000386316,fre,"Jetons, méreaux et médailles",1984,-123,-98,-1
1402,BV000386368,ger,Das spanische Hofzeremoniell von 1500 - 1700,1985,-85,56,87
1403,BV000386633,ita,Roma,1985,-191,-256,71
1404,BV000386694,ger,Veit Stoß,1985,85,-147,-1
1405,BV000386842,ita,Vesuvius by Warhol,1985,383,-132,176
1406,BV000386869,ita,Sant'Agostino,1985,127,71,-1
1407,BV000386871,ita,San Carlo ai Catinari,1985,391,-109,177
1408,BV000386873,ita,Santa Bibiana,1983,195,-162,123
1409,BV000386932,ger,Der Mensch in Grenzsituationen,1984,-149,-430,-1
1410,BV000387521,ita,Bibliografia vinciana,1982,570,-79,3
1411,BV000388113,eng,Proportion and structure of the human figure in Byzantine wall-painting and mosaic,1982,229,3,96
1412,BV000388379,ita,Roma sotterranea e segreta,1985,-187,-275,72
1413,BV000388380,ita,Le corti italiane del Rinascimento,1985,430,370,-1
1414,BV000389084,ita,Il Museo Civico in Ferrara,1985,55,-415,36
1415,BV000389115,ita,Massa Marittima e il suo territorio nella storia e nell'arte,1985,178,275,-1
1416,BV000389663,ger,Eva und die Zukunft,1986,-21,-75,-1
1417,BV000390139,ger,St. Georg in Regensburg-Prüfening,1986,-438,-279,7
1418,BV000390328,ger,Anziehungskräfte,[1986],-238,215,-1
1419,BV000390358,ger,Florilegium artis,1984,157,-279,115
1420,BV000390526,ger,Faschistische Architekturen,[1985],-246,-124,64
1421,BV000390579,ger,Heimat,1985,387,-166,184
1422,BV000391027,ger,Caspar David Friedrich - unbekannte Dokumente seines Lebens,1985,-89,-7,-1
1423,BV000391298,ger,Christus im Leiden,1985,114,241,41
1424,BV000391659,eng,Pietro Aretino and the Republic of Venice,1985,21,-506,-1
1425,BV000391708,ita,"Pittori del Settecento a Firenze, o di persona o in effigie",1984,-361,-234,6
1426,BV000391764,ger,Die gotische Architektur in Frankreich,1985,51,358,42
1427,BV000392152,ita,La sirena inquietante,1983,-170,-56,38
1430,BV000393320,ger,Anarchie in Bayern und andere Stücke,1985,344,-45,-1
1431,BV000393659,ita,La Piazza Maggiore di Lodi,1982,289,-86,171
1432,BV000393675,ger,Ein griechischer Traum,1985,29,-75,99
1433,BV000393981,ger,Schloß Chambord an der Loire,1985,-285,-113,-1
1434,BV000393992,ger,Untersuchungen zur Reproduktionsgraphik der Rubenswerkstatt,1985,114,-105,-1
1435,BV000394175,ita,"Stendhal, Roma, l'Italia",1985,425,321,-1
1436,BV000394194,ger,Zur Theorie der längerfristigen Wirkungen expansiver Fiskalpolitik,[1986],306,-306,178
1437,BV000394791,ger,Der deutsche Holzschnitt im 20. Jahrhundert,1984,-166,-430,48
1438,BV000395123,ger,Gotik in Tirol,1985,-80,30,-1
1439,BV000395775,ger,Der Landauer,1985,263,-154,129
1440,BV000396071,ita,Emilia Romagna,1982,298,200,-1
1441,BV000396167,ita,Arti e filosofia nel secolo XIV,1983,119,-238,106
1442,BV000396244,eng,Maistor,1984,-68,154,69
1443,BV000396790,ita,Da Leonardo a Canova,1983,-140,498,2
1444,BV000397332,ita,Lo Evangelio di San Matteo,1985,246,-351,-1
1445,BV000404653,ita,Il culto di San Zeno nella liturgia medioevale fino al secolo XII,1982,-63,-15,-1
1446,BV000405168,ita,Le Venezie,1986,-25,381,12
1447,BV000405170,ita,Umbria,1984,-17,381,12
1448,BV000405253,ita,La Basilica di San Frediano in Lucca,1985,289,-283,-1
1449,BV000405254,ger,Polyeuktoskirche und Hagia Sophia,1984,106,-317,-1
1450,BV000405353,ita,Palazzo Torriani a Udine,1985,157,-196,132
1451,BV000405369,ita,Melpignano,1986,263,-306,175
1452,BV000405388,ita,Progetto arsenale,1985,-272,-71,-1
1453,BV000405595,ita,Milano e le sue strade,1983,-298,-109,-1
1454,BV000405737,ger,Preußischer Kulturbesitz,1986,387,-204,172
1455,BV000405766,ita,Città teatrale,1985,-187,-230,70
1456,BV000405900,ita,Gallerie dell'Accademia di Venezia,1985,46,-370,36
1457,BV000405969,ita,Pievi romaniche del Valdarno superiore,1985,-34,18,91
1458,BV000406007,ita,Dialoghi d'artista,1984,251,-7,-1
1459,BV000406318,eng,Sarcophagi from the Jewish catacombs of ancient Rome,1986,-204,-222,70
1460,BV000406395,eng,Descriptio urbis,1985,-157,-279,-1
1461,BV000406513,ita,L' arte nella Chiesa e nel Convento dei Cappuccini di Fidenza,1984,-8,-109,98
1462,BV000406597,ita,L' arte e il nazismo,1984,387,294,-1
1463,BV000406671,ita,Porcellane e terraglie a Napoli dal tardo-barocco al liberty,1984,80,302,-1
1464,BV000406688,ita,Villa Borghese,1985,-17,56,-1
1465,BV000406691,ita,Giulio Paolini,1984,217,-166,-1
1466,BV000406692,ita,Luigi Serena,1985,34,-411,36
1467,BV000406885,ita,I nuovi architetti italiani,1985,242,453,0
1468,BV000407004,ita,Bibliotheca botanica,1985,289,-313,159
1469,BV000407046,eng,Masterpieces of ivory from the Walters Art Gallery,1985,17,49,90
1470,BV000407112,lat,Gli umanisti e la guerra otrantina,1982,221,-290,120
1471,BV000407258,eng,Velázquez,1986,-421,7,18
1472,BV000407270,fre,Art profane et religion populaire au Moyen âge,1985,-246,306,13
1473,BV000407332,ita,Music,1985,119,-283,-1
1474,BV000407333,ita,Il presbiterio nuovo della basilica di Santa Rita a Cascia,1985,178,-238,116
1475,BV000407360,ita,I macchiaioli di Renato Fucini,1985,-221,79,40
1476,BV000407363,ita,Il piano introvabile,1985,-38,22,91
1477,BV000407373,ita,Bilivert,1985,123,-249,106
1478,BV000407594,fre,San Vincenzo al Volturno,1985,191,279,-1
1479,BV000407598,eng,Lord Arundel and his circle,1985,-217,83,40
1480,BV000407698,fre,La médecine au Moyen âge,1983,344,-52,-1
1481,BV000407790,ita,Scienza e restauro,1984,42,139,76
1482,BV000408220,ger,Schweden,1985,-89,-377,35
1483,BV000408479,eng,The library and manuscripts of Piero di Cosimo de' Medici,1984,451,374,-1
1484,BV000408537,ita,Il museo come programma,1985,-370,317,-1
1485,BV000408539,ita,L' arte e il suo pubblico,1986,353,-90,173
1486,BV000408541,ita,San Giorgio e la principessa di Cosmè Tura,1985,-434,26,16
1487,BV000408546,ita,Il culto moderno dei monumenti,1985,251,60,88
1488,BV000408552,ita,Donzelle e Cappuccine,1985,259,-60,160
1489,BV000408554,ita,Vitale da Bologna,1986,332,-102,154
1490,BV000408556,ita,Giambattista Bassi,1985,302,128,24
1496,BV000409351,ita,I futuristi e la fotografia,1985,489,332,-1
1497,BV000409370,fre,Antoine-François Callet,1985,17,-215,82
1498,BV000409446,ita,San Donnino,1983,447,324,-1
1499,BV000409543,ita,Il monastero di S. Chiara in Anagni dalle origini alla fine dell'Ottocento,1985,246,64,88
1500,BV000409588,ita,Palazzo Labia a Venezia,1982,268,-120,168
1501,BV000409614,eng,The Quedlinburg Itala,1985,-357,298,27
1502,BV000409631,ita,La stampa degli incunaboli nel Veneto,1984,34,-260,-1
1503,BV000409705,cop,La version copte de la Prédication et du martyre de Thomas,1984,51,117,76
1504,BV000409859,ger,19th-century sculpture,1985,89,226,41
1505,BV000410598,ger,Musik in der Malerei,1984,-212,18,-1
1506,BV000410702,ita,L' anatema e la croce,1983,421,-90,-1
1510,BV000410923,ita,"Leonardo Savioli, architetto",1982,293,-302,159
1511,BV000410933,ger,Die Neuen Wilden in Berlin,1984,170,-290,108
1512,BV000411298,eng,Sienese painting in the age of the Renaissance,1985,-434,3,18
1513,BV000412305,ita,Ravenna e il porto di Classe,1983,140,-30,-1
1514,BV000413867,ita,Art nouveau à Cuneo,1982,-383,222,-1
1516,BV000415114,eng,Versailles,1985,25,-222,82
1517,BV000415369,ita,Miti ed allegorie egizie in Campidoglio,1982,157,-249,112
1518,BV000415810,ita,La Corte Estense alla metà del Cinquecento,1984,-76,-71,93
1519,BV000416303,ita,Torino anni '30 nelle fotografie di Leonardo Cornacchia,1982,-102,-222,56
1520,BV000416388,ita,La disputa delle arti nel Quattrocento,1982,315,71,68
1521,BV000416602,ita,La Sardegna medioevale e moderna,1984,-38,-22,-1
1522,BV000416729,ita,San Carlo,1984,-289,260,30
1524,BV000417109,ita,Storia dell'arte contemporanea,1983,-285,294,-1
1525,BV000417111,ita,"Carpi, la Chiesa della Sagra",1984,-442,-298,7
1526,BV000417320,ita,Committenze milanesi a Federico Barocci e alla sua scuola nel carteggio Vincenzi della Biblioteca Universitaria di Urbino,1982,417,351,-1
1527,BV000417504,ita,La maniera italiana,1985,574,37,5
1528,BV000417660,ita,6a Triennale Italiana della Medaglia d'Arte,1984,-21,-45,-1
1530,BV000417991,eng,Liechtenstein Palaces in Vienna from the age of the Baroque,1985,-63,-90,93
1531,BV000418675,ger,Grundlagen zur systematischen Erfassung koptischer Textilien,1983,157,-120,-1
1532,BV000418689,eng,Image as insight,1985,-119,-336,34
1533,BV000418708,ita,Teoria e invenzione futurista,1983,447,279,-1
1534,BV000418806,ita,Vetus Etruria,1985,285,-60,-1
1535,BV000418883,ger,Griechische Meisterwerke in römischen Abgüssen,1982,89,-256,-1
1536,BV000418916,und,Illustrazione del Collegio Fraccaro,1984,272,-102,-1
1537,BV000418927,ger,Vom internationalen Privatverein zur preußischen Staatsanstalt,1986,221,11,96
1538,BV000418932,ita,L'opera di Giuseppe Pagano tra politica e architettura,1984,161,-170,-1
1539,BV000418934,ita,S. Maria in Aventino,1984,336,-309,134
1540,BV000418936,ita,Regesti delle pergamene di S. Francesco al Prato di Perugia,1984,-42,102,-1
1541,BV000418994,ita,Madonnari,1984,-136,34,84
1543,BV000419027,ita,Oscar Ghiglia e il suo tempo,1985,281,-321,-1
1544,BV000419234,ita,Gli stemmi dello studio di Padova,1983,102,-290,-1
1545,BV000419258,dut,"Karel van Manders leven der moderne, oft dees-tijtsche doorluchtighe italiaensche schilders en hun bron",1984,-8,-94,98
1546,BV000419263,ita,Ravenna,1985,97,-287,-1
1547,BV000419264,ita,Livorno,1985,242,83,88
1548,BV000420035,ita,Monteriggioni,1983,353,-302,134
1555,BV000420350,eng,Iconography and ritual,1984,438,196,-1
1556,BV000420895,ger,Der Tausendblumenteppich aus der Burgunderbeute,1984,293,-113,-1
1557,BV000421409,ita,Carteggio,1984,153,-275,115
1558,BV000421982,ger,Italien,1985,459,328,-1
1559,BV000422397,ita,Un memoriale di Piero di Vincenzo Strozzi,1986,-161,-275,71
1560,BV000422481,ger,"Baupropaganda und Bildprogrammatik der Frührenaissance in Florenz , Rom, Pienza",1984,-293,-151,-1
1561,BV000422622,ita,Minusieri ed ebanisti del Piemonte,1985,400,328,58
1562,BV000422783,ger,Bilder aus Italien,1985,438,272,-1
1563,BV000422955,eng,The J. Paul Getty Museum handbook of the collections,1986,46,-166,-1
1564,BV000423515,ita,Quattro secoli di vedutismo veneziano ed europeo,1986,38,-506,-1
1568,BV000424544,ger,Das Haus des Augustus auf dem Palatin,1983,221,-3,96
1569,BV000425088,eng,The renaissance sackbut and its use today,1984,144,-283,115
1570,BV000425339,fre,Raphaël et la seconde main,1984,46,-196,82
1571,BV000425424,ita,"San Giovanni in Lamis, San Marco in Lamis",1982,387,-256,-1
1572,BV000425431,ita,Toano,1985,357,-139,-1
1573,BV000425534,ita,I francescani in Capitanata,1982,212,-41,-1
1574,BV000425695,lat,Il Liber secretus iuris Caesarei dell'Università di Bologna,1984,183,-340,-1
1575,BV000425787,ita,I marmi dei Cybo da Massa al Quirinale,1985,-72,-105,93
1576,BV000425809,ger,Christiformitas,1984,-408,-11,-1
1577,BV000425822,ita,Di alcune costruzioni medioevali dell'Appennino modenese,1984,-430,-279,7
1578,BV000425909,ita,Artisti in piazza,1983,-374,-207,6
1581,BV000426412,ger,Kloster Neustift,1985,315,-147,163
1582,BV000426492,fre,L' art à l'époque du cardinal de Richelieu,1985,-281,313,-1
1583,BV000426515,ger,Architektur-Zeichnungen von einer Italienreise 1860,1984,442,366,-1
1584,BV000427153,ita,"Anfiteatri, circhi e stadi di Roma",1982,-208,-279,72
1585,BV000427340,eng,Maso di Banco,1985,-344,-226,6
1586,BV000427389,ger,Das deutsche Familienbild in der Malerei des 19. Jahrhunderts,1985,-161,-472,45
1587,BV000427424,ita,Disegni di Santi di Tito,1985,-315,343,-1
1588,BV000427454,ita,La cattedrale di Nardò,1982,204,275,-1
1589,BV000427822,ita,Le collezioni d'arte della Biblioteca Reale di Torino,1985,-106,-415,-1
1590,BV000427867,und,Tipologie edilizie durante il Rinascimento a Pistoia,1982,29,-476,-1
1591,BV000427990,fre,Exhortation à la chasteté,1985,395,-219,179
1592,BV000428027,fre,Lecteurs païens et lecteurs chrétiens de l'Énéide,1984 [erschienen] 1985,272,-41,-1
1593,BV000428029,fre,Lecteurs païens et lecteurs chrétiens de l'Énéide,1984 [erschienen] 1985,97,-113,104
1594,BV000428583,lat,Riedificazione del duomo di Modena e traslazione dell'arca di San Geminiano,1984,127,-64,-1
1595,BV000428587,ita,Correggio e San Quirino,1984,-268,-173,-1
1596,BV000429029,ger,Ein Frankfurter Maler,1985,387,-219,179
1597,BV000429031,ger,Der Raum in der italienischen und niederländischen Malerei des 15. und 16. Jahrhunderts,1984,545,71,5
1598,BV000429087,ger,Klassizistische Architektur in Frankfurt am Main,1985,-263,-102,65
1599,BV000429332,ita,Scritti sulla vita sobria,1983,251,-90,-1
1600,BV000429598,ger,Wie das Photo ins Buch kam,1984,-136,-442,49
1601,BV000429657,ger,Hofkünstler,1985,-102,-64,92
1602,BV000429687,ger,Bronzebildwerke des Mittelalters,1985,344,-98,154
1603,BV000429696,eng,A study of Richard Symonds,1984,395,302,-1
1604,BV000430177,eng,Studies in eighteenth-century British art and aesthetics,1985,-46,-324,67
1605,BV000430236,ger,Frauenmystik im Mittelalter,1985,131,-241,106
1606,BV000430258,ita,Giotto,1985,238,11,96
1607,BV000431060,dut,Jacob van Oost de Oudere en het zeventiende-eeuwse Brugge,1984,-421,22,16
1608,BV000431217,ita,Quando gli dei si spogliano,1984,-217,52,-1
1609,BV000431219,fre,Le Moyen Age et la Bible,1984,-566,52,1
1610,BV000431455,ita,Arte napoletana in Puglia dal XVI al XVIII secolo,1983,-323,260,-1
1611,BV000431714,ger,Dante Alighieri 1985,1985,-38,-75,-1
1613,BV000431938,ger,Nichts erinnert mehr an Frieden,1985,149,-45,103
1614,BV000432460,ita,Palazzo Barberini,1983,29,-415,36
1615,BV000432611,ita,Castel dell'Ovo,1982,229,-306,-1
1616,BV000432888,ita,L'isolato come tema,1983,29,234,-1
1617,BV000432891,ita,Gardone di Valle Trompia,1984,208,302,25
1618,BV000432900,fre,Les peintres et l'architecture antique,1984,34,-124,100
1619,BV000433126,ger,Literaturversorgung in den Geisteswissenschaften,1986,-144,-442,49
1621,BV000433598,ita,Palmanova,1985,-251,-136,-1
1622,BV000433603,ita,Fiorentino,1984,259,-188,152
1623,BV000433721,fre,Commentaire sur Jonas,1985,-553,56,1
1624,BV000433800,eng,American musical instruments in the Metropolitan Museum of Art,1985,395,-105,-1
1625,BV000434005,ger,Ars impressoria,1986,-174,143,-1
1626,BV000434275,eng,St. Nicholas,1985,187,56,-1
1627,BV000434336,ger,Das Evangeliar Kaiser Ottos III. im Domschatz zu Aachen,1984,178,-200,119
1628,BV000434358,ger,Meisterzeichnungen aus sechs Jahrhunderten,1986,-225,90,40
1629,BV000434460,eng,The 13th-century church at St. Denis,1985,174,-302,108
1630,BV000434597,ger,Romanik in Bayern,1985,-357,245,22
1631,BV000434763,ita,Guida ai musei e alle raccolte pubbliche e private di Calabria,1984,-97,-370,35
1632,BV000435206,ger,Der Angriff der Gegenwart auf die übrige Zeit,1985,353,-219,186
